image_path,per_image_rmse_px
new_frames/IMG_2639.JPG,3.098663
new_frames/IMG_2645.JPG,3.433930
new_frames/IMG_2651.JPG,3.563574
new_frames/IMG_2652.JPG,3.550784
new_frames/IMG_2659.JPG,1.954396
new_frames/IMG_2661.JPG,1.925790
new_frames/IMG_2670.JPG,2.317552
new_frames/IMG_2672.JPG,3.236621
new_frames/IMG_2681.JPG,1.705877
new_frames/IMG_2684.JPG,1.967478
new_frames/IMG_2690.JPG,2.355881
